audio,Noakhali_text,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_0.wav,"এক রাইতে দুইগা বড় অঘটন ঘুইটছে রাজশাহিতে, দুইগা হোলারে মাইরা",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_1.wav,"হালাইসে, হেগোর মধ্যে ইকগা বড় ডাক্তার, আরেকইজ্ঞা গেরামের ডাক্টার দুগা",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_2.wav,ইস্কুলের হোলারে বলে কোবাই হালাইসে ডাকাইতরা হেগো ইকগার গাত,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_3.wav,গায়ে পঞ্ছাশগা আরেকগার গায়ে তিরিশগা সেলাই দেওন লাইসে। কিছুদিন আগে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_4.wav,কেউ বলে ইকগা কলেজের হোলা মইরছে ওগো হাতে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_5.wav,এইসব ছিনতাই আর খুনের লাইগা রাজশাহীর মাইনসে এহন আইন লইয়া,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_6.wav,"চিন্তায় হরি গেছে, শান্তির রাজশাহীতে নাকি এহন সন্ধ্যা হইলে অশান্তি",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_7.wav,আইয়ে এআ নামি আইয়ে এর মধ্যে ইগগা হোলা,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_8.wav,এই রামদা চাপাতি চাইনিস দা লই কি,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_9.wav,ইয়ের ওই ফেসবুকে বলে ভিডিও দিসে হ্যানে হেরা বলে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_10.wav,গান বাজাই এইসব অস্ত্র লইয়া নাইছে এহন হোলাহাইনের,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_11.wav,ভিডিও করে রাজশাহীর শা মকদুম থানার গানহাড়ার হুলিশ কয়,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/12_segment_12.wav,এই ভিডিও নাকি আরও চাইরমাস আগের নিজেগো মইধ্যে বনে না বনে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/123_segment_0.wav,"জী স্যার অনেক বেশি কষ্ট হাইসিলাম, ছোটবেলার তুন আই স্বপ্ন দেইখতাম, একদিন আই সিনেমার হিরো হমু",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/123_segment_1.wav,"আয়নার সামনে দাড়াই কতবার প্র্যাকটিস কইরছি, অনেক আত্মবিশ্বাস আছিলাম আই কিন্তু",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/123_segment_2.wav,"কিন্তু আন্নের কতাডি হুনার হর আর স্বপ্ন বেগগিন ভাঙ্গি গেছে, আই অনেক বেশি চিরাস",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/123_segment_3.wav,"হোলা্গা কইল হেংলা, আর চাপা ভাংগা, আর চোয়াল কইতে গেলে নাই, চেহারা মোটেও নায়কের মত ন",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/123_segment_4.wav,"আমনে জানেন না আমনের কথা গুলা আরে এক্কেরে কিভাগে শেষ করি দিসে হেদিন, সরি বলা",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/123_segment_5.wav,"তাছাড়া আর কিই কইতে হারি, অইদিন আন্নে ইন্টারভিউতে বেকের সামনে আরে লই গেসিলেন",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/123_segment_6.wav,"তুঁই কইছো নায়লার লাই আই তোয়ারে কষ্ট দিসি , ইগা কিল্লাই কইছো তুঁই",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/123_segment_7.wav,তারপর থেকে একের পর এক অপমানজনক কথা আন্নে আরে বেইজ্জত কইত্তেছেন বেকের সামনে আই,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/123_segment_8.wav,"বুইজ্জি আন্নের মইধ্যে অনেকদিন ধরি রাগ জমি আছে হেল্লাই, এই কথাগিন হুননের হর আর জীবনে এক্কেরে",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/123_segment_9.wav,"তছনছ হই গেছে, ইয়ার হরে তুন সত্যি কথা কইতে আই জীবনে  এতটা ভাঙ্গি ",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_0.wav,কি করুম বুইযতাম হারিয়েন না,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_1.wav,সেজ ভাইর বাসা বাসা একটা সারকাস,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_2.wav,অনেক রাত হরযন্ত অ্যাডের লোকেরা কাজ করে ইয়ানে। আর বেলা হইলে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_3.wav,ঘুম যায়। ঘর নাই দেই ঘুমাইতাম হারিয়ের না,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_4.wav,সেইজ্জা ভাইও চাকরি করে তাই আই সারাদিন একাই,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_5.wav,কিন্তু সন্ধার হইলেই নিজেরে লুকানোর জায়গা হাইনা,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_6.wav,অনেক মানুষ আইয়ে আগে শুটিং দেইখতা ভাল লাইগত,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_7.wav,কিন্ত অন আর লাগে না হেতারা কেননে জানি তাকায় আর দিকে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_8.wav,এর উপরে আবার চা দেয়ন হানি দেয় একটা চাকরি,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_9.wav,রি হাইলে ভাল হইত হোস্টেল এ গিয়া যাই উইঠতাম,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_10.wav,আইজ্জা একটা কান্ড হইছে চাকরির ইন্টারভিউ দিতাম গেসিলাম সকালে মোহাম্মদপুরে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_11.wav,দুপুরে আইসি ফ্ল্যাটের চাবি আর কাছেও আছে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_13.wav,দরজা খুই দেই আল্লাহরে দুলাভাই,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_14.wav,"দেহি মাইয়া উগগার লগে, মাইয়া ইগারে আগেও দেইখছিলাম ম",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_15.wav,মডেলিং করে দুলাভাই উলটা আরে গালিগালাজ শুরু কইচ্ছে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_16.wav,"যেন যেন অসময়ে চলি আইছিলাম, আর ই অপরাধ হইছে",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_17.wav,সত্যি এসময়ে খুব ভয় হাইসিলাম হেতের চেহারা দেই,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_18.wav,সেজোভাই রে কি কইতাম। আই,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_19.wav,আইজ আম্মারে দেইখতাম গেসিলাম ভাইয়ের বাসাত ভাই,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_20.wav,ভাবি আরে দেই খুশি হই গেসিল কইল ভালা ই হইছে আন্নে আইছেন,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_21.wav,দুইদিন ধরি রহিমা আইয়ে ন। কা,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_22.wav,কাপড়গুন ধুই দিলে ভাল হইত ভাবির কথা হুনি অনেক খারাপ লাইগল,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_23.wav,বুইযলাম না সেজজা ভাই বাসাত ও এত কাজ করি,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_24.wav,কিন্তু কাপড় ধুই কলের কা,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa_segment_25.wav,কলের চেয়েও মনে হয় আর চোখ দি বেশি হানি হরে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_0.wav,চলো এক্কান এক্কান করে গা। গত দুইদিন ধরি আইজকা বাসের সঙ্গে এক্কানা বাইত যাইগা,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_1.wav,"হাকে হুকে কল্যানপুরের মাঝখানে জ্যাম নাই, যাত্রিও অনেক বাস ভরা",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_2.wav,আছিল। আব্বা মারা গেছে দুইমাস হই গেছে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_3.wav,অনেক দিন ধরি কিডনি ডায়ালাইসিস কইতত করনের লাই অনেক কষ্ট হাইছিল,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_4.wav,এক বছর সাত মাস শেষদিকে বা,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_5.wav,"শেষ দিকে ভাইবোনেরা ডায়লাইসিস কইরতো চায় না, ওদির ই বা হেগুনের আবার",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_6.wav,কি দোষ চিকিতসার লাই এক এক গ্রামের তুন আরেক গ্রামের সব,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_7.wav,সব কটা জমি বিকরি করি দিতে হইছে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_8.wav,তৃতীয় শ্রেণির সরকারি চাকরির সঞ্চয় গুলি তো তেমন,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_9.wav,কিছুই আংগো না দাদার সামান্য জমি কদ্দুর ছারা তাও,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_10.wav,তাও শেষ। এটাও রইসে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_11.wav,কলেনিতে আমরা এককান এককান বাসাত থাইকতাম,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_12.wav,হে বাসা ধরি লানের লাই ভাইয়া অনেক কষ্ট কইরছিল,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_13.wav,আব্বা চাকরির জয়েন কইচ্ছে দুইবছর আগে ভাইয়া কইরছে চার মাস,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_14.wav,এর মইদ্ধ্যে বাসা ছোট শুরু ছোট মনে হইসে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_15.wav,ভাবি হত্তিদিন ই কয় এত লোক এককা বাসাত থায় কেননে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_16.wav,চার বইন আর মা নড়ার লাই জায়গা,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_17.wav,"য়গা নাই, হেতাগো বিয়া আববা মানি লয় ন হেইগগা",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_18.wav,হেতে মরি যানের হর সব ঠিক হই গেছে যাই হোক,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_19.wav,বাসা আর খুব পছন্দ হইছে রান্নাঘর বিদেশের মতো,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_20.wav,তারহর আবার বারান্দাও ইয়ানে দোলনাও আছে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_21.wav,সমস্যা হইলে ইয়ানে বেডরুম এককানি আম,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_22.wav,আংগো জায়গা হইছে আর জায়গা হইছে ড্রেসিং রুমে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_23.wav,"আর জায়গা হইছে ড্রয়িং রুমে, ড্রয়িং ডাইনিং একলগে",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/aishanoa2mp4_segment_24.wav,মেন দরজার লগেই একটা এককান রাজবাড়ির মত,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/mahmud_segment_0.wav,জিনিসটা এত হালকা ভাবে নিয়না হাটখেতের মইধ্যে যে জংগি ফংগি রা,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/mahmudul_segment_0.wav,আই লিটু মিয়া আর ফেসবুক পেজের থেই আন্নেগোরে স্বাগত জানাই,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/mahmudul_segment_1.wav,দর্শক বৃন্দ এগুলূ হাটখেতে সন্দেহজনক লড়াছড়া দেহা যাইতেছে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/mahmudul_segment_2.wav,লাইভ জমি গেছে এক ভিউ দশ ভিউ হাজার,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/mahmudul_segment_3.wav,লাইক লাভ হাহাহা মনোহলি বিজনেস লিটু,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/mahmudul_segment_4.wav,মিয়ার  ভালোই জমে উইঠছে। কিন্তু বাঙালিমাত্রই হুজুগে।,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/mahmudul_segment_5.wav,"যুগটা হুজুগের, মোবাইল ফোন হাতো ইউটিউবার, ফেসবুকার",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/mahmudul_segment_6.wav,আর টিকটকাররা ব্যাপারটাকে স্মার্ট জনসভায় উন্নীত করি হালাইছে।,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/mahmudul_segment_7.wav,ইদানীং এলাকায় ডাকাতি বাড়ি গেছে। হইতে পারে বাইরে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/mahmudul_segment_8.wav,থুন আই ডাকাইতরা হাটখেতে ঢুকি বই রইছে। রাইত নামআর লগে লগে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/mahmudul_segment_9.wav,কাইজ কামে নামবো। হেগুনকার হাতে বন্দুকটন্দুক কী পরিমাণ,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_0.wav,ছোডবেলা তুন আর বাপের ওপর আর খুব রাগ। লোকটারে ফছন্দ কইরতাম না কোনদিন।,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_1.wav,অফছন্দের ব্যাক মানুষের লগে আর বাপের মিল খুঁজি হাই। কলেজের,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_2.wav,"শরিফুজ্জামান স্যার তুন শুরু করি মেসের বাড়িওয়ালা—সব খিটখিটে মেজাজের, অ",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_3.wav,অকর্ম লোকে বিরক্তিকর লোকে এ কিল্লাই যেন বাপের মতো লাগে।,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_4.wav,এহনকার যেমন এই ফল দোকানদার বেটারে বাপ বাপ লােগে এর যেন। একটু,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_5.wav,"আগ পর্যন্ত যা-ও আর মাথার ওপর খানিকটা ছাতা আছিল, এহন দেহি তিনি ফুরাটা",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_6.wav,নিজের দখল করি লইসেন। আমি দাঁড়াই ধপ ধপ বৃষ্টিতে ভিতরে গা মাখা,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_7.wav,"খাইয়ের। মাথায় এহনো কোনো বৃষ্টি হড়েনো, এই যা একটু রক্ষা আরি। শ্যাম্পু করা চুলে",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_8.wav,"বৃষ্টি পইড়লে এত বিরক্ত লাগে। নাহ্, আর দাঁড়াই থাকা ঠিক হইতো ন। একটা",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_9.wav,রিকশা দাঁড় করাই আমি ছুটলাম। হিছন তুন ফলের দোকানদার মনে হয় ভদ্রতা দেখাই,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_10.wav,"একটু বলল আরি যে, ‘ওস্তাদ, ছাতাটা?’আই কইলাম ‘রাখি দেন।",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_11.wav,আইন্নে তো আর বাপের মতো। শুনি কিল্লাই যানি লোকটার চেহারা বিষাদে হই,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_12.wav,ছাই গেল। বেটা আর বাপেরে চিনে নাকি? চিনুম,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_13.wav,চিনুম না ক্যান? খুব ভালা করি চিনি। তোমার বাপ আর আই মিলে মিষ্টির ব্যবসা,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_14.wav,"কইরতাম। আহ, কী দিন আছিল! হে সময় তো এত টাকা হয়সা আছিল",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_15.wav,"না, কিন্তু দশ গেরামে নামডাক আছিল। তোমার বাপের জুয়ার দোষটাই ডুবাইল।",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_16.wav,আরেহ যাহ্! সব ভুয়া কথা। মেশিন দিয়া ব্যাগ বানাইতে সময় লাইগ,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_17.wav,ত ঘণ্টা দেড়েক। বাকি সারা রাত তোয়ার বাপ মদ খাইত। সকালে আ,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_18.wav,"তোয়ার মায়ে দেইখ ভাবত যে, রাতভর কাম কইরছে",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/maiyawapp_segment_19.wav,রাতভর কাম কইরেই লোকটার চোখ লাল গোল হই আছে।,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/Mamuni1_segment_0.wav,এই ইন্ডিয়া কুইত্তার বাচ্চারা আমাদের দেশের মধ্যে সব কিসুর মধ্যে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/Mamuni1_segment_1.wav,হেতারা হাতফাত দি রাইখসে এই ডিবিয়াই কি জানি ডিজিএফাই এর ভিতরে হেতাগো,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/Mamuni1_segment_2.wav,লোক আর্মির ভিতরে হেতাগো লোক সচিবালয়ের ভিতরে হেতগো লোক হেতা,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/Mamuni1_segment_3.wav,হেতারা ব্যাক জায়গায় জায়গায় লোকজন সেট করি রাখসে এই বাংলাদেশে যত হিন্দু,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/Mamuni1_segment_4.wav,কোন এরিয়ায় কত হিন্দু আছে কত শিক্ষিত হিন্দু আসে কত অশিক্ষিত হিন্দু আসে হেতারা ব্যাক,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/Mamuni1_segment_5.wav,বার করি ফালাইসে। শিক্ষিত গুলারে হেতারা নারী দিই ট্যাকা দি হইসা দি,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/Mamuni1_segment_6.wav,হেতারা হেতাগো দিই কাম করায়। আমগো দেশের মধ্যে রয়ের এজেন্ট হিসেবে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/Mamuni1_segment_7.wav,এই বেইগুইনরে হিন্দু বেইগগুন শিক্ষিত বেগগুনরে দি কাম করায়তেছে মানে আমগো হিছনে,,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/Mamuni1_segment_8.wav,"লাগাই রাখসে আর আংগো দেশের হিন্দুগুন এত শতান এগুন, এগুন এদেশে খাইসে, এগুন জন্মাইসে এদেশে",,,,,,
/content/drive/MyDrive/Noakhali_Voice_Dataset/Mamuni1_segment_9.wav,"এগুনের বাপ দাদা জন্মাইসে এদেশে, এগুনের বংশ বিস্তার ইয়ানে হইসে, এগুনে কি করে খায়",,,,,,
